name,n,Toffoli,CNOT,1-qubit
optcount,4,8.0,12.0,33.0
opt_old,4,0.4444444444444444,0.75,0.7333333333333333
perm_opt,4,15.25,9.666666666666666,9.727272727272727
perm,4,104.0,90.0,259.0
oldcount,4,32.0,24.0,67.0
optcount,4,20.0,20.0,55.0
opt_old,4,0.625,0.8333333333333334,0.8208955223880597
perm_opt,4,5.2,4.5,4.709090909090909
perm,4,116.0,98.0,289.0
oldcount,4,28.0,22.0,61.0
optcount,4,4.0,8.0,26.0
opt_old,4,0.14285714285714285,0.36363636363636365,0.4262295081967213
perm_opt,4,29.0,12.25,11.115384615384615
perm,4,116.0,102.0,301.0
oldcount,4,28.0,22.0,63.0
optcount,4,8.0,10.0,30.0
opt_old,4,0.2857142857142857,0.45454545454545453,0.47619047619047616
perm_opt,4,14.5,10.2,10.033333333333333
perm,4,98.0,104.0,285.0
oldcount,4,28.0,22.0,63.0
optcount,4,22.0,20.0,57.0
opt_old,4,0.7857142857142857,0.9090909090909091,0.9047619047619048
perm_opt,4,4.454545454545454,5.2,5.0
perm,4,128.0,126.0,349.0
oldcount,4,30.0,22.0,61.0
optcount,4,14.0,16.0,43.0
opt_old,4,0.4666666666666667,0.7272727272727273,0.7049180327868853
perm_opt,4,9.142857142857142,7.875,8.116279069767442
perm,4,128.0,114.0,331.0
oldcount,4,34.0,24.0,67.0
optcount,4,8.0,14.0,37.0
opt_old,4,0.23529411764705882,0.5833333333333334,0.5522388059701493
perm_opt,4,16.0,8.142857142857142,8.945945945945946
perm,4,140.0,122.0,353.0
oldcount,4,30.0,22.0,61.0
optcount,4,14.0,16.0,43.0
opt_old,4,0.4666666666666667,0.7272727272727273,0.7049180327868853
perm_opt,4,10.0,7.625,8.209302325581396
perm,4,74.0,72.0,195.0
oldcount,4,28.0,22.0,61.0
optcount,4,8.0,10.0,30.0
opt_old,4,0.2857142857142857,0.45454545454545453,0.4918032786885246
perm_opt,4,9.25,7.2,6.5
perm,4,86.0,84.0,235.0
oldcount,4,20.0,18.0,55.0
optcount,4,16.0,12.0,40.0
opt_old,4,0.8,0.6666666666666666,0.7272727272727273
perm_opt,4,5.375,7.0,5.875
perm,4,116.0,102.0,295.0
oldcount,4,26.0,20.0,55.0
optcount,4,20.0,18.0,51.0
opt_old,4,0.7692307692307693,0.9,0.9272727272727272
perm_opt,4,5.8,5.666666666666667,5.784313725490196
perm,4,110.0,88.0,261.0
oldcount,4,28.0,22.0,61.0
optcount,4,28.0,22.0,61.0
opt_old,4,1.0,1.0,1.0
perm_opt,4,3.9285714285714284,4.0,4.278688524590164
perm,4,110.0,88.0,263.0
oldcount,4,22.0,18.0,53.0
optcount,4,22.0,18.0,53.0
opt_old,4,1.0,1.0,1.0
perm_opt,4,5.0,4.888888888888889,4.962264150943396
perm,5,168.0,102.0,347.0
oldcount,5,64.0,28.0,85.0
optcount,5,40.0,22.0,67.0
opt_old,5,0.625,0.7857142857142857,0.788235294117647
perm_opt,5,4.2,4.636363636363637,5.17910447761194
perm,5,200.0,154.0,471.0
oldcount,5,56.0,30.0,89.0
optcount,5,44.0,26.0,79.0
opt_old,5,0.7857142857142857,0.8666666666666667,0.8876404494382022
perm_opt,5,4.545454545454546,5.923076923076923,5.962025316455696
perm,5,232.0,162.0,505.0
oldcount,5,56.0,32.0,91.0
optcount,5,32.0,24.0,67.0
opt_old,5,0.5714285714285714,0.75,0.7362637362637363
perm_opt,5,7.25,6.75,7.537313432835821
perm,5,176.0,128.0,401.0
oldcount,5,40.0,24.0,75.0
optcount,5,22.0,14.0,48.0
opt_old,5,0.55,0.5833333333333334,0.64
perm_opt,5,8.0,9.142857142857142,8.354166666666666
perm,5,248.0,170.0,533.0
oldcount,5,72.0,36.0,101.0
optcount,5,50.0,30.0,85.0
opt_old,5,0.6944444444444444,0.8333333333333334,0.8415841584158416
perm_opt,5,4.96,5.666666666666667,6.270588235294118
perm,5,184.0,114.0,389.0
oldcount,5,52.0,28.0,85.0
optcount,5,24.0,20.0,63.0
opt_old,5,0.46153846153846156,0.7142857142857143,0.7411764705882353
perm_opt,5,7.666666666666667,5.7,6.174603174603175
perm,5,200.0,138.0,437.0
