name,n,Toffoli,CNOT,1-qubit
perm,8,5908.0,2614.0,7883.0
oldcount,8,2192.0,444.0,1323.0
optcount,8,2122.0,434.0,1307.0
opt_old,8,0.968065693430657,0.9774774774774775,0.9879062736205594
perm_opt,8,2.7841658812441095,6.023041474654378,6.031369548584545
perm,8,6020.0,2786.0,8321.0
oldcount,8,2216.0,448.0,1337.0
optcount,8,2146.0,438.0,1319.0
opt_old,8,0.9684115523465704,0.9776785714285714,0.9865370231862378
perm_opt,8,2.805219012115564,6.360730593607306,6.308567096285064
perm,8,6034.0,2808.0,8361.0
oldcount,8,2296.0,462.0,1373.0
optcount,8,2130.0,438.0,1321.0
opt_old,8,0.9277003484320557,0.948051948051948,0.9621267297887837
perm_opt,8,2.8328638497652583,6.410958904109589,6.3292959878879635
perm,8,6006.0,2936.0,8661.0
oldcount,8,2248.0,454.0,1353.0
optcount,8,2164.0,442.0,1325.0
opt_old,8,0.9626334519572953,0.973568281938326,0.9793052475979305
perm_opt,8,2.7754158964879854,6.642533936651584,6.536603773584906
perm,8,5978.0,2796.0,8267.0
oldcount,8,2282.0,460.0,1367.0
optcount,8,2128.0,438.0,1323.0
opt_old,8,0.9325153374233128,0.9521739130434783,0.9678127286027798
perm_opt,8,2.8092105263157894,6.383561643835616,6.248677248677248
perm,8,6118.0,2816.0,8439.0
oldcount,8,2234.0,452.0,1347.0
optcount,8,2124.0,436.0,1315.0
opt_old,8,0.9507609668755596,0.9646017699115044,0.9762435040831478
perm_opt,8,2.8804143126177024,6.458715596330276,6.417490494296578
perm,8,5810.0,2724.0,8031.0
oldcount,8,2250.0,454.0,1351.0
optcount,8,2086.0,430.0,1299.0
opt_old,8,0.9271111111111111,0.947136563876652,0.9615099925980755
perm_opt,8,2.785234899328859,6.334883720930232,6.182448036951501
perm,8,6104.0,2914.0,8637.0
oldcount,8,2226.0,450.0,1343.0
optcount,8,2102.0,432.0,1313.0
opt_old,8,0.9442946990116802,0.96,0.9776619508562919
perm_opt,8,2.9039010466222646,6.74537037037037,6.578065498857578
perm,8,5992.0,2794.0,8309.0
oldcount,8,2170.0,440.0,1307.0
optcount,8,2100.0,430.0,1287.0
opt_old,8,0.967741935483871,0.9772727272727273,0.9846977811782709
perm_opt,8,2.8533333333333335,6.497674418604651,6.456099456099456
perm,8,6062.0,2864.0,8509.0
oldcount,8,2238.0,452.0,1347.0
optcount,8,2112.0,434.0,1317.0
opt_old,8,0.9436997319034852,0.9601769911504425,0.977728285077951
perm_opt,8,2.8702651515151514,6.599078341013825,6.460895975702353
perm,8,5950.0,2792.0,8301.0
oldcount,8,2258.0,456.0,1357.0
optcount,8,2106.0,434.0,1311.0
opt_old,8,0.9326837909654562,0.9517543859649122,0.9661016949152542
perm_opt,8,2.825261158594492,6.433179723502304,6.331807780320366
perm,8,5866.0,2688.0,7997.0
oldcount,8,2180.0,442.0,1321.0
optcount,8,2096.0,430.0,1303.0
opt_old,8,0.9614678899082569,0.9728506787330317,0.9863739591218774
perm_opt,8,2.7986641221374047,6.251162790697674,6.137375287797391
perm,8,5782.0,2736.0,8049.0
oldcount,8,2112.0,430.0,1283.0
optcount,8,2084.0,426.0,1277.0
opt_old,8,0.9867424242424242,0.9906976744186047,0.995323460639127
perm_opt,8,2.77447216890595,6.422535211267606,6.303054032889585
